state,jurisdiction,fipscode,office,candidate,party,votes,totalvotes,state_county,county,result
LA,Sabine,2208500000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,14,9308,LA Sabine,Sabine County,0.0015040825096691017
LA,Sabine,2208500000.0,Senate,Peter Williams,Democrat,10,9308,LA Sabine,Sabine County,0.0010743446497636442
LA,St. Bernard,2208700000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,353,15029,LA St. Bernard,St. bernard County,0.023487923348193492
LA,St. Bernard,2208700000.0,Senate,"\\""Rob\""\"" Maness""",Republican,511,15029,LA St. Bernard,St. bernard County,0.03400093153237075
LA,St. Bernard,2208700000.0,Senate,Abhay Patel,Republican,13,15029,LA St. Bernard,St. bernard County,0.000864994344267749
LA,St. Bernard,2208700000.0,Senate,Caroline Fayard,Democrat,2015,15029,LA St. Bernard,St. bernard County,0.1340741233615011
LA,St. Bernard,2208700000.0,Senate,Charles Boustany,Republican,1305,15029,LA St. Bernard,St. bernard County,0.08683212455918557
LA,St. Bernard,2208700000.0,Senate,Charles Marsala,Republican,26,15029,LA St. Bernard,St. bernard County,0.001729988688535498
LA,St. Bernard,2208700000.0,Senate,David Duke,Republican,1221,15029,LA St. Bernard,St. bernard County,0.08124293033468627
LA,St. Bernard,2208700000.0,Senate,Derrick Edwards,Democrat,488,15029,LA St. Bernard,St. bernard County,0.03247055692328166
LA,St. Bernard,2208700000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,273,15029,LA St. Bernard,St. bernard County,0.018164881229622728
LA,St. Bernard,2208700000.0,Senate,Foster Campbell,Democrat,1819,15029,LA St. Bernard,St. bernard County,0.12103267017100273
LA,St. Bernard,2208700000.0,Senate,Gary Landrieu,Democrat,361,15029,LA St. Bernard,St. bernard County,0.02402022756005057
LA,St. Bernard,2208700000.0,Senate,John Fleming,Republican,709,15029,LA St. Bernard,St. bernard County,0.047175460775833386
LA,St. Bernard,2208700000.0,Senate,John Kennedy,Republican,5355,15029,LA St. Bernard,St. bernard County,0.35631113181183044
LA,St. Bernard,2208700000.0,Senate,Joshua Pellerin,Democrat,35,15029,LA St. Bernard,St. bernard County,0.002328830926874709
LA,St. Bernard,2208700000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,53,15029,LA St. Bernard,St. bernard County,0.0035265154035531306
LA,St. Bernard,2208700000.0,Senate,Peter Williams,Democrat,30,15029,LA St. Bernard,St. bernard County,0.001996140794464036
LA,St. Charles,2208900000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,469,24844,LA St. Charles,St. charles County,0.01887779745612623
LA,St. Charles,2208900000.0,Senate,"\\""Rob\""\"" Maness""",Republican,1706,24844,LA St. Charles,St. charles County,0.0686684913862502
LA,St. Charles,2208900000.0,Senate,Abhay Patel,Republican,23,24844,LA St. Charles,St. charles County,0.0009257768475285784
LA,St. Charles,2208900000.0,Senate,Caroline Fayard,Democrat,3203,24844,LA St. Charles,St. charles County,0.12892448881017549
LA,St. Charles,2208900000.0,Senate,Charles Boustany,Republican,2974,24844,LA St. Charles,St. charles County,0.11970697150217356
LA,St. Charles,2208900000.0,Senate,Charles Marsala,Republican,56,24844,LA St. Charles,St. charles County,0.0022540653678956688
LA,St. Charles,2208900000.0,Senate,David Duke,Republican,915,24844,LA St. Charles,St. charles County,0.03682981806472388
LA,St. Charles,2208900000.0,Senate,Derrick Edwards,Democrat,986,24844,LA St. Charles,St. charles County,0.03968765094187732
LA,St. Charles,2208900000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,325,24844,LA St. Charles,St. charles County,0.01308162936725165
LA,St. Charles,2208900000.0,Senate,Foster Campbell,Democrat,2687,24844,LA St. Charles,St. charles County,0.10815488649170826
LA,St. Charles,2208900000.0,Senate,Gary Landrieu,Democrat,657,24844,LA St. Charles,St. charles County,0.02644501690549026
LA,St. Charles,2208900000.0,Senate,John Fleming,Republican,1545,24844,LA St. Charles,St. charles County,0.062188053453550156
LA,St. Charles,2208900000.0,Senate,John Kennedy,Republican,8566,24844,LA St. Charles,St. charles County,0.34479149895346967
LA,St. Charles,2208900000.0,Senate,Joshua Pellerin,Democrat,65,24844,LA St. Charles,St. charles County,0.00261632587345033
LA,St. Charles,2208900000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,44,24844,LA St. Charles,St. charles County,0.001771051360489454
LA,St. Charles,2208900000.0,Senate,Peter Williams,Democrat,48,24844,LA St. Charles,St. charles County,0.0019320560296248591
LA,St. Helena,2209100000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,24,5585,LA St. Helena,St. helena County,0.004297224709042077
LA,St. Helena,2209100000.0,Senate,"\\""Rob\""\"" Maness""",Republican,139,5585,LA St. Helena,St. helena County,0.024888093106535364
LA,St. Helena,2209100000.0,Senate,Abhay Patel,Republican,2,5585,LA St. Helena,St. helena County,0.00035810205908683976
LA,St. Helena,2209100000.0,Senate,Caroline Fayard,Democrat,1429,5585,LA St. Helena,St. helena County,0.255863921217547
LA,St. Helena,2209100000.0,Senate,Charles Boustany,Republican,286,5585,LA St. Helena,St. helena County,0.05120859444941808
LA,St. Helena,2209100000.0,Senate,Charles Marsala,Republican,5,5585,LA St. Helena,St. helena County,0.0008952551477170994
LA,St. Helena,2209100000.0,Senate,David Duke,Republican,242,5585,LA St. Helena,St. helena County,0.04333034914950761
LA,St. Helena,2209100000.0,Senate,Derrick Edwards,Democrat,186,5585,LA St. Helena,St. helena County,0.033303491495076096
LA,St. Helena,2209100000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,66,5585,LA St. Helena,St. helena County,0.011817367949865711
LA,St. Helena,2209100000.0,Senate,Foster Campbell,Democrat,1085,5585,LA St. Helena,St. helena County,0.19427036705461057
LA,St. Helena,2209100000.0,Senate,Gary Landrieu,Democrat,141,5585,LA St. Helena,St. helena County,0.025246195165622203
LA,St. Helena,2209100000.0,Senate,John Fleming,Republican,317,5585,LA St. Helena,St. helena County,0.0567591763652641
LA,St. Helena,2209100000.0,Senate,John Kennedy,Republican,1239,5585,LA St. Helena,St. helena County,0.22184422560429723
LA,St. Helena,2209100000.0,Senate,Joshua Pellerin,Democrat,23,5585,LA St. Helena,St. helena County,0.004118173679498657
LA,St. Helena,2209100000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,12,5585,LA St. Helena,St. helena County,0.0021486123545210387
LA,St. Helena,2209100000.0,Senate,Peter Williams,Democrat,26,5585,LA St. Helena,St. helena County,0.004655326768128917
LA,St. James,2209300000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,59,11247,LA St. James,St. james County,0.005245843336000712
LA,St. James,2209300000.0,Senate,"\\""Rob\""\"" Maness""",Republican,405,11247,LA St. James,St. james County,0.03600960256068285
LA,St. James,2209300000.0,Senate,Abhay Patel,Republican,1,11247,LA St. James,St. james County,8.891259891526629e-05
LA,St. James,2209300000.0,Senate,Caroline Fayard,Democrat,1876,11247,LA St. James,St. james County,0.16680003556503956
LA,St. James,2209300000.0,Senate,Charles Boustany,Republican,861,11247,LA St. James,St. james County,0.07655374766604428
LA,St. James,2209300000.0,Senate,Charles Marsala,Republican,10,11247,LA St. James,St. james County,0.0008891259891526629
LA,St. James,2209300000.0,Senate,David Duke,Republican,355,11247,LA St. James,St. james County,0.031563972614919535
LA,St. James,2209300000.0,Senate,Derrick Edwards,Democrat,523,11247,LA St. James,St. james County,0.04650128923268427
LA,St. James,2209300000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,103,11247,LA St. James,St. james County,0.009157997688272428
LA,St. James,2209300000.0,Senate,Foster Campbell,Democrat,2725,11247,LA St. James,St. james County,0.24228683204410065
LA,St. James,2209300000.0,Senate,Gary Landrieu,Democrat,454,11247,LA St. James,St. james County,0.040366319907530895
LA,St. James,2209300000.0,Senate,John Fleming,Republican,449,11247,LA St. James,St. james County,0.03992175691295457
LA,St. James,2209300000.0,Senate,John Kennedy,Republican,3085,11247,LA St. James,St. james County,0.2742953676535965
LA,St. James,2209300000.0,Senate,Joshua Pellerin,Democrat,36,11247,LA St. James,St. james County,0.0032008535609495867
LA,St. James,2209300000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,19,11247,LA St. James,St. james County,0.0016893393793900595
LA,St. James,2209300000.0,Senate,Peter Williams,Democrat,47,11247,LA St. James,St. james County,0.004178892149017515
LA,St. John The Baptist,2209500000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,232,19237,LA St. John The Baptist,St. john the baptist County,0.012060092530020274
LA,St. John The Baptist,2209500000.0,Senate,"\\""Rob\""\"" Maness""",Republican,599,19237,LA St. John The Baptist,St. john the baptist County,0.03113791131673338
LA,St. John The Baptist,2209500000.0,Senate,Abhay Patel,Republican,11,19237,LA St. John The Baptist,St. john the baptist County,0.0005718147320268233
LA,St. John The Baptist,2209500000.0,Senate,Caroline Fayard,Democrat,4175,19237,LA St. John The Baptist,St. john the baptist County,0.21702968238290793
LA,St. John The Baptist,2209500000.0,Senate,Charles Boustany,Republican,1199,19237,LA St. John The Baptist,St. john the baptist County,0.06232780579092374
LA,St. John The Baptist,2209500000.0,Senate,Charles Marsala,Republican,26,19237,LA St. John The Baptist,St. john the baptist County,0.0013515620938815824
LA,St. John The Baptist,2209500000.0,Senate,David Duke,Republican,576,19237,LA St. John The Baptist,St. john the baptist County,0.029942298695222747
LA,St. John The Baptist,2209500000.0,Senate,Derrick Edwards,Democrat,1487,19237,LA St. John The Baptist,St. john the baptist County,0.07729895513853512
LA,St. John The Baptist,2209500000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,139,19237,LA St. John The Baptist,St. john the baptist County,0.007225658886520768
LA,St. John The Baptist,2209500000.0,Senate,Foster Campbell,Democrat,4107,19237,LA St. John The Baptist,St. john the baptist County,0.21349482767583303
LA,St. John The Baptist,2209500000.0,Senate,Gary Landrieu,Democrat,928,19237,LA St. John The Baptist,St. john the baptist County,0.048240370120081096
LA,St. John The Baptist,2209500000.0,Senate,John Fleming,Republican,755,19237,LA St. John The Baptist,St. john the baptist County,0.039247283880022875
LA,St. John The Baptist,2209500000.0,Senate,John Kennedy,Republican,4261,19237,LA St. John The Baptist,St. john the baptist County,0.22150023392420856
LA,St. John The Baptist,2209500000.0,Senate,Joshua Pellerin,Democrat,94,19237,LA St. John The Baptist,St. john the baptist County,0.00488641680095649
LA,St. John The Baptist,2209500000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,73,19237,LA St. John The Baptist,St. john the baptist County,0.003794770494359827
LA,St. John The Baptist,2209500000.0,Senate,Peter Williams,Democrat,94,19237,LA St. John The Baptist,St. john the baptist County,0.00488641680095649
LA,St. Landry,2209700000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,151,37067,LA St. Landry,St. landry County,0.0040737043731621115
LA,St. Landry,2209700000.0,Senate,"\\""Rob\""\"" Maness""",Republican,1797,37067,LA St. Landry,St. landry County,0.048479779858094804
LA,St. Landry,2209700000.0,Senate,Abhay Patel,Republican,18,37067,LA St. Landry,St. landry County,0.0004856071438206491
LA,St. Landry,2209700000.0,Senate,Caroline Fayard,Democrat,3545,37067,LA St. Landry,St. landry County,0.09563762915801118
LA,St. Landry,2209700000.0,Senate,Charles Boustany,Republican,12863,37067,LA St. Landry,St. landry County,0.3470202606091672
LA,St. Landry,2209700000.0,Senate,Charles Marsala,Republican,47,37067,LA St. Landry,St. landry County,0.0012679742088650282
LA,St. Landry,2209700000.0,Senate,David Duke,Republican,1022,37067,LA St. Landry,St. landry County,0.027571694499150187
LA,St. Landry,2209700000.0,Senate,Derrick Edwards,Democrat,1067,37067,LA St. Landry,St. landry County,0.02878571235870181
LA,St. Landry,2209700000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,366,37067,LA St. Landry,St. landry County,0.009874011924353198
LA,St. Landry,2209700000.0,Senate,Foster Campbell,Democrat,7016,37067,LA St. Landry,St. landry County,0.18927887339142635
LA,St. Landry,2209700000.0,Senate,Gary Landrieu,Democrat,772,37067,LA St. Landry,St. landry County,0.020827150834974505
LA,St. Landry,2209700000.0,Senate,John Fleming,Republican,1599,37067,LA St. Landry,St. landry County,0.04313810127606766
LA,St. Landry,2209700000.0,Senate,John Kennedy,Republican,5379,37067,LA St. Landry,St. landry County,0.14511560147840397
LA,St. Landry,2209700000.0,Senate,Joshua Pellerin,Democrat,173,37067,LA St. Landry,St. landry County,0.004667224215609572
LA,St. Landry,2209700000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,73,37067,LA St. Landry,St. landry County,0.001969406749939299
LA,St. Landry,2209700000.0,Senate,Peter Williams,Democrat,197,37067,LA St. Landry,St. landry County,0.005314700407370437
LA,St. Martin,2209900000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,93,24160,LA St. Martin,St. martin County,0.003849337748344371
LA,St. Martin,2209900000.0,Senate,"\\""Rob\""\"" Maness""",Republican,1532,24160,LA St. Martin,St. martin County,0.06341059602649006
LA,St. Martin,2209900000.0,Senate,Abhay Patel,Republican,11,24160,LA St. Martin,St. martin County,0.00045529801324503314
LA,St. Martin,2209900000.0,Senate,Caroline Fayard,Democrat,1758,24160,LA St. Martin,St. martin County,0.07276490066225165
LA,St. Martin,2209900000.0,Senate,Charles Boustany,Republican,8876,24160,LA St. Martin,St. martin County,0.3673841059602649
LA,St. Martin,2209900000.0,Senate,Charles Marsala,Republican,32,24160,LA St. Martin,St. martin County,0.0013245033112582781
LA,St. Martin,2209900000.0,Senate,David Duke,Republican,621,24160,LA St. Martin,St. martin County,0.02570364238410596
LA,St. Martin,2209900000.0,Senate,Derrick Edwards,Democrat,544,24160,LA St. Martin,St. martin County,0.022516556291390728
LA,St. Martin,2209900000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,212,24160,LA St. Martin,St. martin County,0.008774834437086093
LA,St. Martin,2209900000.0,Senate,Foster Campbell,Democrat,2743,24160,LA St. Martin,St. martin County,0.11353476821192053
LA,St. Martin,2209900000.0,Senate,Gary Landrieu,Democrat,380,24160,LA St. Martin,St. martin County,0.015728476821192054
LA,St. Martin,2209900000.0,Senate,John Fleming,Republican,848,24160,LA St. Martin,St. martin County,0.035099337748344374
LA,St. Martin,2209900000.0,Senate,John Kennedy,Republican,4686,24160,LA St. Martin,St. martin County,0.1939569536423841
LA,St. Martin,2209900000.0,Senate,Joshua Pellerin,Democrat,231,24160,LA St. Martin,St. martin County,0.009561258278145695
LA,St. Martin,2209900000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,55,24160,LA St. Martin,St. martin County,0.0022764900662251655
LA,St. Martin,2209900000.0,Senate,Peter Williams,Democrat,117,24160,LA St. Martin,St. martin County,0.004842715231788079
LA,St. Mary,2210100000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,148,21472,LA St. Mary,St. mary County,0.006892697466467959
LA,St. Mary,2210100000.0,Senate,"\\""Rob\""\"" Maness""",Republican,1085,21472,LA St. Mary,St. mary County,0.050530923994038746
LA,St. Mary,2210100000.0,Senate,Abhay Patel,Republican,11,21472,LA St. Mary,St. mary County,0.0005122950819672131
LA,St. Mary,2210100000.0,Senate,Caroline Fayard,Democrat,2024,21472,LA St. Mary,St. mary County,0.0942622950819672
LA,St. Mary,2210100000.0,Senate,Charles Boustany,Republican,5195,21472,LA St. Mary,St. mary County,0.2419429955290611
LA,St. Mary,2210100000.0,Senate,Charles Marsala,Republican,37,21472,LA St. Mary,St. mary County,0.0017231743666169896
LA,St. Mary,2210100000.0,Senate,David Duke,Republican,629,21472,LA St. Mary,St. mary County,0.029293964232488822
LA,St. Mary,2210100000.0,Senate,Derrick Edwards,Democrat,558,21472,LA St. Mary,St. mary County,0.025987332339791357
LA,St. Mary,2210100000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,307,21472,LA St. Mary,St. mary County,0.014297690014903129
LA,St. Mary,2210100000.0,Senate,Foster Campbell,Democrat,2737,21472,LA St. Mary,St. mary County,0.1274683308494784
LA,St. Mary,2210100000.0,Senate,Gary Landrieu,Democrat,421,21472,LA St. Mary,St. mary County,0.019606929955290613
LA,St. Mary,2210100000.0,Senate,John Fleming,Republican,1440,21472,LA St. Mary,St. mary County,0.06706408345752608
LA,St. Mary,2210100000.0,Senate,John Kennedy,Republican,4906,21472,LA St. Mary,St. mary County,0.22848360655737704
LA,St. Mary,2210100000.0,Senate,Joshua Pellerin,Democrat,967,21472,LA St. Mary,St. mary County,0.045035394932935915
LA,St. Mary,2210100000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,59,21472,LA St. Mary,St. mary County,0.002747764530551416
LA,St. Mary,2210100000.0,Senate,Peter Williams,Democrat,61,21472,LA St. Mary,St. mary County,0.002840909090909091
LA,St. Tammany,2210300000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,1888,120428,LA St. Tammany,St. tammany County,0.015677417211944066
LA,St. Tammany,2210300000.0,Senate,"\\""Rob\""\"" Maness""",Republican,9897,120428,LA St. Tammany,St. tammany County,0.08218188461155213
LA,St. Tammany,2210300000.0,Senate,Abhay Patel,Republican,100,120428,LA St. Tammany,St. tammany County,0.0008303716743614442
LA,St. Tammany,2210300000.0,Senate,Caroline Fayard,Democrat,12054,120428,LA St. Tammany,St. tammany County,0.10009300162752849
LA,St. Tammany,2210300000.0,Senate,Charles Boustany,Republican,14588,120428,LA St. Tammany,St. tammany County,0.12113461985584748
LA,St. Tammany,2210300000.0,Senate,Charles Marsala,Republican,309,120428,LA St. Tammany,St. tammany County,0.0025658484737768627
LA,St. Tammany,2210300000.0,Senate,David Duke,Republican,4232,120428,LA St. Tammany,St. tammany County,0.03514132925897632
LA,St. Tammany,2210300000.0,Senate,Derrick Edwards,Democrat,1995,120428,LA St. Tammany,St. tammany County,0.016565914903510812
LA,St. Tammany,2210300000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,1670,120428,LA St. Tammany,St. tammany County,0.013867206961836118
LA,St. Tammany,2210300000.0,Senate,Foster Campbell,Democrat,8901,120428,LA St. Tammany,St. tammany County,0.07391138273491214
LA,St. Tammany,2210300000.0,Senate,Gary Landrieu,Democrat,1727,120428,LA St. Tammany,St. tammany County,0.01434051881622214
LA,St. Tammany,2210300000.0,Senate,John Fleming,Republican,10904,120428,LA St. Tammany,St. tammany County,0.09054372737237187
LA,St. Tammany,2210300000.0,Senate,John Kennedy,Republican,48914,120428,LA St. Tammany,St. tammany County,0.4061680007971568
LA,St. Tammany,2210300000.0,Senate,Joshua Pellerin,Democrat,203,120428,LA St. Tammany,St. tammany County,0.0016856544989537316
LA,St. Tammany,2210300000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,225,120428,LA St. Tammany,St. tammany County,0.0018683362673132494
LA,St. Tammany,2210300000.0,Senate,Peter Williams,Democrat,144,120428,LA St. Tammany,St. tammany County,0.0011957352110804796
LA,Tangipahoa,2210500000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,481,49936,LA Tangipahoa,Tangipahoa County,0.009632329381608459
LA,Tangipahoa,2210500000.0,Senate,"\\""Rob\""\"" Maness""",Republican,3317,49936,LA Tangipahoa,Tangipahoa County,0.06642502403075937
LA,Tangipahoa,2210500000.0,Senate,Abhay Patel,Republican,50,49936,LA Tangipahoa,Tangipahoa County,0.0010012816404998397
LA,Tangipahoa,2210500000.0,Senate,Caroline Fayard,Democrat,6421,49936,LA Tangipahoa,Tangipahoa County,0.12858458827298944
LA,Tangipahoa,2210500000.0,Senate,Charles Boustany,Republican,4637,49936,LA Tangipahoa,Tangipahoa County,0.09285885933995515
LA,Tangipahoa,2210500000.0,Senate,Charles Marsala,Republican,110,49936,LA Tangipahoa,Tangipahoa County,0.0022028196090996474
LA,Tangipahoa,2210500000.0,Senate,David Duke,Republican,2424,49936,LA Tangipahoa,Tangipahoa County,0.04854213393143223
LA,Tangipahoa,2210500000.0,Senate,Derrick Edwards,Democrat,1411,49936,LA Tangipahoa,Tangipahoa County,0.02825616789490548
LA,Tangipahoa,2210500000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,757,49936,LA Tangipahoa,Tangipahoa County,0.015159404037167574
LA,Tangipahoa,2210500000.0,Senate,Foster Campbell,Democrat,6392,49936,LA Tangipahoa,Tangipahoa County,0.12800384492149952
LA,Tangipahoa,2210500000.0,Senate,Gary Landrieu,Democrat,897,49936,LA Tangipahoa,Tangipahoa County,0.017962992630567127
LA,Tangipahoa,2210500000.0,Senate,John Fleming,Republican,3116,49936,LA Tangipahoa,Tangipahoa County,0.06239987183595001
LA,Tangipahoa,2210500000.0,Senate,John Kennedy,Republican,16962,49936,LA Tangipahoa,Tangipahoa County,0.3396747837231657
LA,Tangipahoa,2210500000.0,Senate,Joshua Pellerin,Democrat,158,49936,LA Tangipahoa,Tangipahoa County,0.0031640499839794937
LA,Tangipahoa,2210500000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,132,49936,LA Tangipahoa,Tangipahoa County,0.002643383530919577
LA,Tangipahoa,2210500000.0,Senate,Peter Williams,Democrat,107,49936,LA Tangipahoa,Tangipahoa County,0.0021427427106696572
LA,Tensas,2210700000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,14,2302,LA Tensas,Tensas County,0.006081668114682885
LA,Tensas,2210700000.0,Senate,"\\""Rob\""\"" Maness""",Republican,44,2302,LA Tensas,Tensas County,0.019113814074717638
LA,Tensas,2210700000.0,Senate,Abhay Patel,Republican,0,2302,LA Tensas,Tensas County,0.0
LA,Tensas,2210700000.0,Senate,Caroline Fayard,Democrat,367,2302,LA Tensas,Tensas County,0.15942658557775846
LA,Tensas,2210700000.0,Senate,Charles Boustany,Republican,122,2302,LA Tensas,Tensas County,0.052997393570807995
LA,Tensas,2210700000.0,Senate,Charles Marsala,Republican,3,2302,LA Tensas,Tensas County,0.0013032145960034753
LA,Tensas,2210700000.0,Senate,David Duke,Republican,86,2302,LA Tensas,Tensas County,0.03735881841876629
LA,Tensas,2210700000.0,Senate,Derrick Edwards,Democrat,53,2302,LA Tensas,Tensas County,0.023023457862728063
LA,Tensas,2210700000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,24,2302,LA Tensas,Tensas County,0.010425716768027803
LA,Tensas,2210700000.0,Senate,Foster Campbell,Democrat,620,2302,LA Tensas,Tensas County,0.2693310165073849
LA,Tensas,2210700000.0,Senate,Gary Landrieu,Democrat,85,2302,LA Tensas,Tensas County,0.0369244135534318
LA,Tensas,2210700000.0,Senate,John Fleming,Republican,257,2302,LA Tensas,Tensas County,0.11164205039096438
LA,Tensas,2210700000.0,Senate,John Kennedy,Republican,544,2302,LA Tensas,Tensas County,0.2363162467419635
LA,Tensas,2210700000.0,Senate,Joshua Pellerin,Democrat,4,2302,LA Tensas,Tensas County,0.0017376194613379669
LA,Tensas,2210700000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,4,2302,LA Tensas,Tensas County,0.0017376194613379669
LA,Tensas,2210700000.0,Senate,Peter Williams,Democrat,30,2302,LA Tensas,Tensas County,0.013032145960034752
LA,Terrebonne,2210900000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,414,41720,LA Terrebonne,Terrebonne County,0.009923298178331735
LA,Terrebonne,2210900000.0,Senate,"\\""Rob\""\"" Maness""",Republican,3067,41720,LA Terrebonne,Terrebonne County,0.07351390220517737
LA,Terrebonne,2210900000.0,Senate,Abhay Patel,Republican,30,41720,LA Terrebonne,Terrebonne County,0.0007190795781399808
LA,Terrebonne,2210900000.0,Senate,Caroline Fayard,Democrat,4617,41720,LA Terrebonne,Terrebonne County,0.11066634707574305
LA,Terrebonne,2210900000.0,Senate,Charles Boustany,Republican,5155,41720,LA Terrebonne,Terrebonne County,0.12356184084372004
LA,Terrebonne,2210900000.0,Senate,Charles Marsala,Republican,89,41720,LA Terrebonne,Terrebonne County,0.0021332694151486096
LA,Terrebonne,2210900000.0,Senate,David Duke,Republican,1426,41720,LA Terrebonne,Terrebonne County,0.03418024928092042
LA,Terrebonne,2210900000.0,Senate,Derrick Edwards,Democrat,716,41720,LA Terrebonne,Terrebonne County,0.01716203259827421
LA,Terrebonne,2210900000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,790,41720,LA Terrebonne,Terrebonne County,0.01893576222435283
LA,Terrebonne,2210900000.0,Senate,Foster Campbell,Democrat,3304,41720,LA Terrebonne,Terrebonne County,0.07919463087248323
LA,Terrebonne,2210900000.0,Senate,Gary Landrieu,Democrat,563,41720,LA Terrebonne,Terrebonne County,0.013494726749760306
LA,Terrebonne,2210900000.0,Senate,John Fleming,Republican,2895,41720,LA Terrebonne,Terrebonne County,0.06939117929050816
LA,Terrebonne,2210900000.0,Senate,John Kennedy,Republican,16734,41720,LA Terrebonne,Terrebonne County,0.4011025886864813
LA,Terrebonne,2210900000.0,Senate,Joshua Pellerin,Democrat,236,41720,LA Terrebonne,Terrebonne County,0.005656759348034516
LA,Terrebonne,2210900000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,72,41720,LA Terrebonne,Terrebonne County,0.0017257909875359539
LA,Terrebonne,2210900000.0,Senate,Peter Williams,Democrat,91,41720,LA Terrebonne,Terrebonne County,0.002181208053691275
LA,Union,2211100000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,69,10312,LA Union,Union County,0.006691233514352211
LA,Union,2211100000.0,Senate,"\\""Rob\""\"" Maness""",Republican,483,10312,LA Union,Union County,0.04683863460046548
LA,Union,2211100000.0,Senate,Abhay Patel,Republican,10,10312,LA Union,Union County,0.000969743987587277
LA,Union,2211100000.0,Senate,Caroline Fayard,Democrat,656,10312,LA Union,Union County,0.06361520558572537
LA,Union,2211100000.0,Senate,Charles Boustany,Republican,527,10312,LA Union,Union County,0.05110550814584949
LA,Union,2211100000.0,Senate,Charles Marsala,Republican,44,10312,LA Union,Union County,0.004266873545384018
LA,Union,2211100000.0,Senate,David Duke,Republican,518,10312,LA Union,Union County,0.05023273855702095
LA,Union,2211100000.0,Senate,Derrick Edwards,Democrat,114,10312,LA Union,Union County,0.011055081458494957
LA,Union,2211100000.0,Senate,"Donald \\""Crawdaddy\""\"" Crawford""",Republican,215,10312,LA Union,Union County,0.020849495733126455
LA,Union,2211100000.0,Senate,Foster Campbell,Democrat,1712,10312,LA Union,Union County,0.16602017067494182
LA,Union,2211100000.0,Senate,Gary Landrieu,Democrat,145,10312,LA Union,Union County,0.014061287820015516
LA,Union,2211100000.0,Senate,John Fleming,Republican,2451,10312,LA Union,Union County,0.2376842513576416
LA,Union,2211100000.0,Senate,John Kennedy,Republican,3128,10312,LA Union,Union County,0.30333591931730025
LA,Union,2211100000.0,Senate,Joshua Pellerin,Democrat,20,10312,LA Union,Union County,0.001939487975174554
LA,Union,2211100000.0,Senate,"MV \\""Vinny\""\"" Mendoza""",Democrat,15,10312,LA Union,Union County,0.0014546159813809154
LA,Union,2211100000.0,Senate,Peter Williams,Democrat,16,10312,LA Union,Union County,0.0015515903801396431
LA,Vermilion,2211300000.0,Senate,"\\""Joseph\""\"" Cao""",Republican,134,24600,LA Vermilion,Vermilion County,0.005447154471544716
LA,Vermilion,2211300000.0,Senate,"\\""Rob\""\"" Maness""",Republican,1950,24600,LA Vermilion,Vermilion County,0.07926829268292683
LA,Vermilion,2211300000.0,Senate,Abhay Patel,Republican,10,24600,LA Vermilion,Vermilion County,0.0004065040650406504
LA,Vermilion,2211300000.0,Senate,Caroline Fayard,Democrat,1289,24600,LA Vermilion,Vermilion County,0.05239837398373984
LA,Vermilion,2211300000.0,Senate,Charles Boustany,Republican,11578,24600,LA Vermilion,Vermilion County,0.47065040650406503
