GeoFIPS,GeoName,Region,ComponentId,ComponentName,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,672,730,795,766,905,1040,1112,1172,1172,1190,1220,1144,1032,993,1012,1020,1016,1011,1028
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,424,440,463,485,461,476,552,604,671,731,821,820,766,760,796,808,832,851,875
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,6240,6035,6205,6430,6473,6583,7045,7515,7891,8205,8344,8411,7749,7917,8245,8520,8646,8912,8818
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,2134,2176,2190,2275,2387,2442,2609,2790,2843,2987,3067,3277,3292,3406,3510,3586,3615,3875,3883
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,1329,1313,1342,1330,1239,1229,1313,1357,1464,1496,1568,1559,1398,1419,1482,1468,1470,1481,1479
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,1001,737,724,864,745,671,774,899,1091,1159,1155,1168,737,789,876,992,1018,954,708
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1777,1809,1949,1960,2102,2241,2349,2469,2493,2564,2554,2407,2322,2304,2376,2473,2543,2602,2749
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,20220,20928,21951,23393,24934,26302,27548,29114,30890,32131,34357,36227,35776,36729,37906,38358,38631,40183,41814
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),19781,20382,21280,22529,23823,25047,26333,27920,29797,31011,33241,34681,34684,35732,37085,37218,37751,39057,40714
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,4701,4890,5077,5356,5627,5795,6052,6387,6897,7179,7741,8188,8413,8568,9083,9248,9467,10103,10569
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,5166,5283,5396,5413,5956,6501,6787,7148,7527,7837,8413,8811,9380,9857,10307,10494,10482,10545,11021
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,1041,1103,1145,1208,1265,1191,1205,1303,1350,1469,1483,1505,1420,1435,1456,1484,1553,1579,1590
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,937,985,1027,1117,1166,1248,1344,1344,1555,1610,1870,2013,2049,2013,1970,1934,1917,1932,1919
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1574,1531,1631,1808,1963,2010,2209,2438,2715,2848,2964,3048,2986,3057,3142,3191,3312,3454,3670
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,2128,2294,2452,2769,2706,2782,2896,3124,3390,3579,3782,4001,3634,3813,3948,3791,3938,4090,4163
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,4233,4295,4553,4857,5140,5520,5840,6176,6363,6489,6988,7116,6801,6990,7179,7075,7084,7353,7783
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),439,545,671,864,1111,1255,1215,1193,1093,1120,1117,1546,1092,997,821,1141,880,1126,1100
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,2634,2852,3103,3508,4027,4444,4863,5097,5158,5264,5617,6152,5728,5775,5695,6031,5964,6193,6343
11000,District of Columbia,2,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,2196,2307,2433,2644,2916,3189,3648,3904,4065,4144,4500,4606,4636,4778,4874,4891,5084,5066,5244
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,20445,21401,22252,23710,24553,25090,26140,27712,29446,31153,32135,32159,31105,31947,33140,33829,34599,35931,37020
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7411,7738,8137,8621,8860,8901,9268,9961,10727,11284,11457,11103,10420,10821,11482,11868,12176,12603,12701
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2931,3144,3317,3475,3557,3678,3791,4078,4420,4517,4428,3928,3549,3684,3868,4097,4328,4530,4706
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1219,1318,1382,1432,1465,1510,1493,1549,1620,1579,1522,1202,1077,1166,1227,1327,1416,1515,1563
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,707,765,813,858,904,946,982,1078,1192,1237,1156,1043,928,941,985,1042,1099,1164,1214
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,741,780,821,860,874,908,980,1083,1218,1274,1292,1225,1092,1105,1136,1186,1247,1278,1345
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,265,281,302,325,313,313,336,368,389,426,457,458,451,472,520,542,565,573,585
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4479,4594,4820,5146,5303,5223,5477,5884,6307,6767,7029,7176,6871,7137,7614,7771,7848,8073,7995
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1903,1968,2026,2141,2198,2134,2198,2327,2447,2542,2614,2705,2666,2686,2791,2803,2809,2899,2880
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,755,764,784,816,803,786,805,843,861,906,922,899,866,914,966,1021,1048,1060,1085
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,463,428,469,550,533,489,544,637,772,890,948,1000,712,834,1008,1047,1021,971,723
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1358,1434,1541,1639,1769,1814,1930,2077,2227,2430,2545,2571,2628,2704,2850,2899,2971,3143,3308
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,13035,13663,14115,15089,15693,16189,16872,17751,18719,19869,20678,21055,20686,21126,21658,21961,22423,23328,24319
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),13017,13594,14003,14930,15515,15995,16699,17578,18611,19704,20462,20819,20530,21004,21575,21873,22345,23246,24245
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3806,3976,4116,4313,4586,4679,4836,4996,5338,5736,6008,6240,6345,6386,6443,6419,6599,6754,7018
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,3052,3140,3185,3390,3641,3933,4106,4329,4514,4740,4949,5118,5275,5411,5584,5740,5760,5995,6351
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,708,731,749,807,778,738,758,780,809,847,848,820,733,728,751,779,813,874,921
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,688,703,727,793,788,789,842,918,964,1027,1074,1088,1030,1034,1062,1090,1123,1162,1191
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1641,1667,1686,1765,1783,1820,1917,2072,2227,2329,2387,2396,2285,2353,2479,2625,2735,2890,3068
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1575,1694,1813,1981,1918,1939,2021,2180,2378,2502,2609,2531,2275,2423,2492,2385,2489,2628,2701
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1546,1684,1726,1880,2020,2098,2220,2303,2381,2524,2587,2626,2587,2670,2765,2837,2827,2943,2995
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),18,69,113,159,179,194,173,173,108,165,216,236,155,122,83,88,78,83,73
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1071,1149,1247,1356,1443,1532,1610,1700,1811,1953,2100,2150,2126,2154,2160,2202,2218,2291,2356
12000,Florida,5,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1052,1080,1134,1197,1264,1338,1437,1528,1703,1788,1884,1914,1970,2032,2077,2114,2140,2208,2283
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,19278,20112,21282,22624,23211,23830,24825,25883,27318,28234,29104,29109,28099,28807,30047,30695,31499,32589,33353
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7628,7872,8521,8887,8986,9084,9423,9845,10394,10770,10974,10683,9993,10433,11064,11340,11579,11911,11918
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2821,2998,3278,3338,3389,3447,3553,3652,3708,3758,3795,3345,3017,3164,3270,3419,3554,3685,3850
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1249,1351,1460,1460,1524,1559,1522,1509,1508,1445,1440,1140,1018,1097,1152,1235,1301,1359,1417
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,721,756,819,847,857,855,892,937,960,990,969,877,782,805,799,822,863,909,943
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,539,564,643,667,660,667,746,783,806,850,889,839,752,783,804,834,839,857,903
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,312,327,356,363,348,366,392,423,435,473,497,489,465,479,514,528,551,560,587
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4807,4873,5243,5550,5597,5637,5870,6193,6686,7012,7180,7337,6976,7269,7794,7921,8024,8226,8068
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1725,1766,1848,1930,1962,1973,2026,2111,2205,2257,2329,2396,2409,2458,2600,2647,2647,2745,2747
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,955,970,1031,1008,994,1002,993,1007,1054,1076,1059,1014,968,990,1019,1035,1075,1090,1105
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,596,533,592,733,698,636,723,846,1089,1191,1231,1355,978,1122,1370,1354,1322,1262,945
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1531,1604,1772,1878,1944,2026,2129,2228,2339,2489,2560,2571,2621,2699,2806,2884,2980,3129,3271
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,11650,12241,12761,13737,14225,14747,15402,16038,16923,17464,18130,18427,18106,18373,18983,19355,19920,20678,21435
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),11585,12171,12648,13595,14019,14514,15158,15812,16773,17272,17890,18112,17842,18156,18783,19149,19691,20461,21213
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3316,3449,3531,3784,3978,4102,4248,4417,4731,4901,4996,5166,5233,5282,5363,5405,5495,5708,5904
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2750,2812,2806,2956,3129,3357,3556,3738,3957,4015,4156,4208,4313,4385,4473,4597,4728,4874,5187
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,544,573,604,644,607,574,626,620,638,658,682,677,613,606,632,635,662,702,733
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,582,609,670,721,732,748,761,801,854,886,956,969,937,944,987,1028,1060,1086,1092
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1343,1388,1453,1561,1563,1594,1686,1767,1859,1926,1953,1951,1886,1907,1973,2043,2104,2221,2271
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1474,1605,1735,1894,1829,1842,1897,2002,2158,2202,2302,2244,2062,2128,2224,2137,2248,2381,2470
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1576,1734,1850,2035,2180,2298,2385,2467,2576,2685,2847,2897,2799,2905,3133,3304,3393,3490,3556
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),65,70,113,142,206,233,244,226,150,191,240,315,263,218,200,206,230,217,222
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1387,1507,1605,1694,1875,2019,2160,2276,2290,2398,2563,2640,2645,2640,2664,2708,2807,2867,2976
13000,Georgia,5,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1322,1437,1492,1552,1670,1786,1916,2050,2140,2207,2323,2325,2381,2422,2464,2502,2577,2650,2754
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,22032,22492,23348,24763,25582,26280,27823,29378,31519,33429,34965,36032,35510,36368,37540,38861,39799,41475,42778
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7499,7422,7952,8454,8756,8958,9486,10126,10809,11321,11646,11771,11415,11771,12377,12856,13159,13544,13645
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2228,2256,2486,2691,2870,3102,3417,3711,3930,4019,4064,3869,3575,3650,3852,4049,4201,4348,4481
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,732,767,863,957,1033,1187,1339,1371,1351,1280,1233,1006,893,902,961,1028,1087,1144,1185
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,508,506,554,594,650,687,763,849,943,963,964,930,844,847,861,886,905,932,959
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,624,632,705,765,836,887,947,1088,1186,1288,1354,1414,1345,1374,1403,1450,1501,1547,1605
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,363,350,365,375,352,341,369,403,450,488,514,520,493,527,626,685,708,726,732
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,5271,5166,5465,5763,5887,5856,6069,6415,6879,7303,7582,7902,7840,8121,8525,8807,8958,9196,9164
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,2163,2119,2226,2319,2435,2470,2506,2623,2793,2927,3059,3190,3290,3350,3416,3463,3494,3600,3605
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,815,756,750,753,715,650,663,687,736,749,745,739,704,741,811,866,868,869,884
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,425,373,400,486,441,414,475,559,658,761,803,902,644,726,834,817,766,707,509
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1868,1918,2089,2205,2295,2322,2425,2546,2692,2866,2975,3070,3203,3305,3464,3662,3831,4020,4166
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,14533,15070,15396,16309,16826,17322,18337,19252,20711,22108,23319,24261,24095,24597,25163,26005,26640,27931,29134
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),13839,14260,14615,15426,15887,16297,17229,18129,19463,20636,21840,22653,22570,23111,23710,24452,25099,26327,27530
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3904,4098,4321,4595,4837,4997,5183,5402,5810,6336,6949,7435,7798,8021,8140,8279,8437,8620,8945
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,3160,3177,3199,3280,3498,3663,3989,4058,4392,4514,4784,5031,5164,5269,5473,5661,5790,6148,6542
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,731,766,798,834,859,852,885,940,999,1033,1024,992,889,896,927,991,1042,1099,1141
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,738,733,740,804,805,798,834,898,965,1017,1051,1083,1047,1067,1115,1258,1319,1361,1399
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1131,1107,1123,1168,1190,1212,1310,1443,1551,1652,1713,1686,1587,1640,1749,1891,1962,2073,2186
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1621,1666,1787,1940,1855,1905,1988,2149,2326,2429,2599,2612,2470,2591,2633,2574,2668,2835,2935
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,2554,2713,2646,2806,2843,2872,3040,3240,3420,3657,3720,3814,3615,3628,3673,3798,3881,4192,4382
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),695,809,781,883,939,1025,1108,1123,1248,1471,1479,1608,1524,1486,1454,1553,1541,1604,1604
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,2229,2425,2399,2578,2693,2879,3045,3168,3462,3829,3924,4140,4188,4253,4351,4603,4664,4875,5000
15000,Hawaii,8,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1534,1615,1618,1695,1754,1854,1937,2044,2214,2358,2445,2532,2663,2767,2898,3050,3123,3270,3396
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,17608,18335,19401,20676,21197,21761,22731,24167,25907,27438,28470,28659,27316,28003,28953,29468,30427,31487,32226
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7276,7400,7917,8425,8431,8433,8906,9508,10385,11097,11456,11159,10189,10497,11055,11411,11793,12172,12202
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2741,2873,3041,3165,3151,3242,3361,3640,3975,4119,4176,3731,3298,3302,3389,3571,3774,3916,4090
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1259,1314,1354,1311,1327,1388,1391,1454,1490,1502,1557,1272,1112,1127,1152,1244,1324,1411,1463
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,564,595,656,727,727,740,760,837,960,1032,991,905,779,765,767,797,846,869,914
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,666,707,762,835,817,827,898,1012,1154,1182,1195,1125,995,988,1021,1072,1131,1153,1213
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,252,256,269,293,279,287,313,337,370,403,433,429,413,421,449,458,474,483,501
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4535,4527,4876,5260,5280,5191,5545,5867,6410,6978,7280,7428,6890,7195,7666,7840,8019,8255,8111
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1860,1881,2018,2091,2098,2006,2134,2212,2314,2460,2604,2588,2532,2494,2590,2680,2718,2805,2803
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,630,625,634,665,671,657,674,687,725,754,773,767,738,749,758,805,828,844,857
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,667,580,645,817,763,716,806,907,1105,1291,1381,1547,1089,1336,1574,1573,1571,1516,1141
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1378,1440,1580,1687,1748,1812,1931,2062,2266,2473,2522,2527,2531,2615,2745,2781,2902,3090,3311
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,10331,10936,11484,12251,12766,13328,13825,14660,15522,16341,17014,17500,17128,17507,17898,18057,18634,19316,20025
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),10088,10651,11147,11902,12363,12898,13403,14285,15211,16012,16692,17116,16777,17186,17638,17787,18368,19086,19783
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3086,3225,3371,3572,3798,3934,3964,4153,4473,4650,4817,5116,5155,5201,5296,5336,5388,5488,5653
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2152,2275,2373,2524,2728,3005,3194,3392,3632,3796,3993,4122,4256,4465,4694,4705,4961,5256,5507
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,533,567,611,665,669,674,691,711,748,787,815,806,732,708,710,711,758,808,837
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,598,597,639,671,655,679,720,813,884,992,1067,1055,981,990,1013,1038,1062,1097,1122
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1033,1081,1109,1191,1213,1255,1310,1381,1455,1565,1638,1651,1552,1569,1627,1696,1770,1840,1967
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1314,1430,1548,1694,1641,1663,1711,1858,1965,2057,2147,2072,1901,2006,2066,2021,2161,2275,2316
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,1372,1477,1496,1585,1659,1687,1813,1977,2055,2166,2215,2296,2200,2246,2232,2280,2268,2321,2381
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),244,284,337,350,403,429,422,375,311,329,322,383,350,321,261,270,266,229,242
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,23,..., Gross output of nonprofit institutions,1567,1653,1753,1796,1937,2064,2126,2152,2170,2284,2348,2478,2558,2670,2722,2838,2908,2974,3095
16000,Idaho,7,2,Per capita personal consumption expenditures (PCE) by state,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,1323,1368,1416,1447,1534,1634,1704,1777,1859,1954,2026,2095,2208,2349,2461,2568,2642,2745,2853
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,1,...,Personal consumption expenditures,21562,22569,23597,25338,26124,26843,27827,29157,30732,32138,33575,34059,33338,34249,35580,36521,37191,38657,39859
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,2,..., Goods,7310,7516,7949,8572,8647,8804,9026,9526,9960,10391,10869,10697,10043,10458,11133,11534,11738,12000,12207
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,3,...,  Durable goods,2770,2925,3158,3366,3403,3510,3495,3637,3726,3736,3932,3615,3355,3486,3668,3826,3930,4066,4292
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,4,...,   Motor vehicles and parts,1140,1211,1327,1331,1403,1415,1382,1383,1364,1278,1292,1120,1065,1111,1171,1231,1264,1354,1436
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,5,...,   Furnishings and durable household equipment,602,626,659,749,757,787,804,838,879,883,904,839,760,774,798,825,856,875,927
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,6,...,   Recreational goods and vehicles,636,669,723,805,787,842,826,894,935,986,1095,1032,948,994,1030,1082,1097,1108,1163
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,7,...,   Other durable goods,393,419,448,482,457,466,483,522,549,590,641,624,583,606,670,689,712,730,766
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,8,...,  Nondurable goods,4540,4591,4791,5206,5244,5294,5530,5889,6234,6655,6937,7082,6688,6972,7465,7708,7808,7934,7915
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,9,...,   Food and beverages purchased for off-premises consumption,1596,1600,1638,1763,1816,1847,1931,2048,2136,2264,2376,2408,2339,2360,2415,2459,2465,2531,2552
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,10,...,   Clothing and footwear,980,1015,1029,1089,1056,1031,1043,1081,1131,1144,1143,1125,1062,1104,1165,1195,1218,1230,1253
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,11,...,   Gasoline and other energy goods,446,390,423,515,485,453,529,616,733,845,926,1040,750,877,1077,1100,1053,1008,758
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,12,...,   Other nondurable goods,1519,1586,1700,1840,1887,1964,2027,2145,2234,2403,2492,2510,2538,2631,2807,2955,3072,3165,3352
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,13,..., Services,14251,15053,15648,16766,17476,18039,18801,19631,20772,21747,22707,23362,23295,23791,24447,24986,25453,26656,27652
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,14,...,  Household consumption expenditures (for services),13561,14235,14789,15801,16437,16909,17678,18522,19644,20492,21484,21950,21934,22406,23084,23501,23971,25117,26067
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,15,...,  Housing and utilities,3939,4066,4228,4505,4798,4912,5142,5323,5677,5825,6010,6131,6243,6273,6386,6464,6579,6905,7054
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,16,...,  Health care,2871,2968,3080,3264,3505,3739,3924,4135,4411,4631,4977,5137,5392,5558,5757,5930,6004,6264,6569
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,17,...,  Transportation services,952,995,1048,1104,1073,1012,1038,1061,1098,1133,1160,1159,1071,1079,1142,1159,1194,1288,1346
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,18,...,  Recreation services,811,849,887,939,953,973,1020,1102,1168,1243,1315,1345,1310,1339,1394,1441,1461,1501,1542
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,19,...,  Food services and accommodations,1268,1356,1353,1452,1510,1549,1625,1729,1850,1962,2049,2072,2009,2038,2118,2202,2245,2334,2535
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,20,...,  Financial services and insurance,1713,1826,1954,2156,2073,2084,2142,2281,2449,2556,2706,2682,2467,2575,2640,2583,2714,2837,2931
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,21,...,  Other services,2006,2176,2239,2382,2525,2640,2787,2891,2991,3141,3265,3424,3441,3544,3647,3722,3775,3989,4091
17000,Illinois,3,2,Per capita personal consumption expenditures (PCE) by state,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),691,818,859,965,1039,1130,1123,1109,1128,1255,1223,1412,1362,1385,1364,1485,1482,1539,1585
